subject,TrialNo,TrialID,strategy,Order,total_dis,Top,Target,short_dis,learn_dis,Start_x,Start_y,Goal_x,Goal_y,Distance,ES,EL
668,19,dsp1_22,learned liberal,19,607.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.723926380368098,1.0
668,20,dsp1_18,uncodable,20,384.0,Trashcan,well,142,264,53,194,174,173,115.333,2.704225352112676,1.4545454545454546
669,1,dsp1_06,shortcut,1,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
669,2,dsp1_07,rev learned liberal,2,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
669,3,dsp1_11,shortcut liberal,3,222.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.707317073170732,0.4955357142857143
669,4,dsp1_24,uncodable,4,363.0,harp,telescope,183,343,134,153,134,10,133.333,1.9836065573770492,1.0583090379008746
669,5,dsp1_05,shortcut,5,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
669,6,dsp1_10,shortcut,6,182.0,plant,piano,182,285,93,30,13,153,152.0,1.0,0.6385964912280702
669,7,dsp1_04,shortcut,7,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
669,8,dsp1_18,shortcut,8,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
669,9,dsp1_17,rev learned liberal,9,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
669,10,dsp1_16,shortcut,10,223.0,piano,harp,203,285,13,153,134,153,153.333,1.0985221674876848,0.7824561403508772
669,11,dsp1_03,shortcut,11,281.0,chair,Piano,261,548,214,132,13,153,234.667,1.0766283524904214,0.5127737226277372
669,12,dsp1_22,uncodable,12,895.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,5.49079754601227,1.4744645799011533
669,13,dsp1_13,learned liberal,13,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
669,14,dsp1_09,rev learned liberal,14,426.0,plant,well,224,630,93,30,174,173,171.333,1.9017857142857142,0.6761904761904762
669,15,dsp1_02,shortcut,15,203.0,well,picnic table,203,405,174,173,73,71,137.2,1.0,0.5012345679012346
669,16,dsp1_14,shortcut,16,243.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.1970443349753694,0.8526315789473684
669,17,dsp1_08,rev learned liberal,17,424.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,2.617283950617284,0.743859649122807
669,18,dsp1_19,shortcut,18,143.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.0,0.26142595978062155
669,19,dsp1_23,shortcut liberal,19,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
669,20,dsp1_21,shortcut,20,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
670,1,dsp1_13,uncodable,1,447.0,stove,chair,323,569,33,30,214,132,222.667,1.3839009287925697,0.7855887521968365
670,2,dsp1_16,learned,2,285.0,piano,harp,203,285,13,153,134,153,153.333,1.4039408866995073,1.0
670,3,dsp1_02,uncodable,3,525.0,well,picnic table,203,405,174,173,73,71,137.2,2.586206896551724,1.2962962962962963
670,4,dsp1_03,learned,4,548.0,chair,Piano,261,548,214,132,13,153,234.667,2.099616858237548,1.0
670,5,dsp1_07,rev learned liberal,5,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
670,6,dsp1_11,rev learned liberal,6,546.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,6.658536585365853,1.21875
670,7,dsp1_23,learned liberal,7,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
670,8,dsp1_17,learned liberal,8,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
670,9,dsp1_08,shortcut,9,162.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0,0.28421052631578947
670,10,dsp1_24,uncodable,10,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
670,11,dsp1_14,shortcut,11,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
670,12,dsp1_19,shortcut liberal,12,263.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.8391608391608392,0.48080438756855576
670,13,dsp1_06,shortcut,13,231.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1379310344827587,0.31600547195622436
670,14,dsp1_22,learned liberal,14,647.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.9693251533742333,1.0658978583196046
670,15,dsp1_18,learned,15,264.0,Trashcan,well,142,264,53,194,174,173,115.333,1.8591549295774648,1.0
670,16,dsp1_21,uncodable,16,448.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,2.4615384615384617,1.4736842105263157
670,17,dsp1_05,shortcut liberal,17,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
670,18,dsp1_04,shortcut,18,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
670,19,dsp1_09,shortcut liberal,19,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
670,20,dsp1_10,rev learned liberal,20,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
