subject,TrialNo,TrialID,strategy,Order,total_dis,Top,Target,short_dis,learn_dis,Start_x,Start_y,Goal_x,Goal_y,Distance,ES,EL
640,20,dsp1_16,uncodable,20,607.0,piano,harp,203,285,13,153,134,153,153.333,2.9901477832512313,2.1298245614035087
641,1,dsp1_19,learned liberal,1,425.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.972027972027972,0.7769652650822669
641,2,dsp1_16,shortcut,2,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
641,3,dsp1_23,shortcut liberal,3,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
641,4,dsp1_06,shortcut liberal,4,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
641,5,dsp1_03,shortcut,5,302.0,chair,Piano,261,548,214,132,13,153,234.667,1.157088122605364,0.551094890510949
641,6,dsp1_02,uncodable,6,365.0,well,picnic table,203,405,174,173,73,71,137.2,1.7980295566502462,0.9012345679012346
641,7,dsp1_13,rev learned,7,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
641,8,dsp1_17,shortcut,8,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
641,9,dsp1_10,rev learned liberal,9,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
641,10,dsp1_22,shortcut,10,163.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.0,0.2685337726523888
641,11,dsp1_18,shortcut,11,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
641,12,dsp1_07,shortcut liberal,12,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
641,13,dsp1_08,shortcut,13,162.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0,0.28421052631578947
641,14,dsp1_11,shortcut liberal,14,162.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.975609756097561,0.36160714285714285
641,15,dsp1_24,learned,15,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
641,16,dsp1_09,rev learned,16,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
641,17,dsp1_21,shortcut,17,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
641,18,dsp1_14,shortcut,18,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
641,19,dsp1_05,shortcut liberal,19,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
641,20,dsp1_04,shortcut,20,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
642,1,dsp1_13,Failure,1,710.0,stove,chair,323,569,33,30,214,132,222.667,2.198142414860681,1.2478031634446398
642,2,dsp1_21,Failure,2,773.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,4.247252747252747,2.5427631578947367
642,3,dsp1_11,rev learned,3,546.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,6.658536585365853,1.21875
642,4,dsp1_08,uncodable,4,610.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,3.765432098765432,1.0701754385964912
642,5,dsp1_24,learned,5,383.0,harp,telescope,183,343,134,153,134,10,133.333,2.092896174863388,1.1166180758017492
642,6,dsp1_03,uncodable,6,588.0,chair,Piano,261,548,214,132,13,153,234.667,2.2528735632183907,1.072992700729927
642,7,dsp1_10,shortcut,7,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
642,8,dsp1_04,Failure,8,831.0,chair,trashcan,223,629,214,132,53,194,185.333,3.726457399103139,1.3211446740858506
642,9,dsp1_18,uncodable,9,384.0,Trashcan,well,142,264,53,194,174,173,115.333,2.704225352112676,1.4545454545454546
642,10,dsp1_19,learned,10,547.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.825174825174825,1.0
642,11,dsp1_09,shortcut liberal,11,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
642,12,dsp1_17,shortcut liberal,12,383.0,trashcan,picnic table,183,669,53,194,73,71,130.667,2.092896174863388,0.5724962630792227
642,13,dsp1_16,learned,13,305.0,piano,harp,203,285,13,153,134,153,153.333,1.5024630541871922,1.0701754385964912
642,14,dsp1_23,learned liberal,14,486.0,harp,plant,164,404,134,153,93,30,126.667,2.9634146341463414,1.202970297029703
642,15,dsp1_02,uncodable,15,569.0,well,picnic table,203,405,174,173,73,71,137.2,2.8029556650246303,1.4049382716049383
642,16,dsp1_05,uncodable,16,506.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.9166666666666667,0.8605442176870748
642,17,dsp1_06,shortcut,17,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
642,18,dsp1_14,uncodable,18,243.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.1970443349753694,0.8526315789473684
642,19,dsp1_22,rev learned,19,367.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,2.2515337423312882,0.6046128500823723
642,20,dsp1_07,shortcut,20,265.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.0,0.6206088992974239
643,1,dsp1_13,uncodable,1,487.0,stove,chair,323,569,33,30,214,132,222.667,1.5077399380804954,0.8558875219683656
643,2,dsp1_16,shortcut,2,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
643,3,dsp1_11,rev learned liberal,3,526.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,6.414634146341464,1.1741071428571428
643,4,dsp1_02,Failure,4,726.0,well,picnic table,203,405,174,173,73,71,137.2,3.5763546798029555,1.7925925925925925
643,5,dsp1_22,Failure,5,732.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.49079754601227,1.2059308072487644
643,6,dsp1_23,rev learned liberal,6,324.0,harp,plant,164,404,134,153,93,30,126.667,1.975609756097561,0.801980198019802
643,7,dsp1_14,shortcut,7,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
643,8,dsp1_24,rev learned liberal,8,225.0,harp,telescope,183,343,134,153,134,10,133.333,1.2295081967213115,0.6559766763848397
643,9,dsp1_17,Failure,9,667.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.6448087431693987,0.9970104633781763
643,10,dsp1_06,shortcut,10,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
643,11,dsp1_05,Failure,11,772.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,2.9242424242424243,1.3129251700680271
643,12,dsp1_21,shortcut,12,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
643,13,dsp1_10,shortcut,13,182.0,plant,piano,182,285,93,30,13,153,152.0,1.0,0.6385964912280702
643,14,dsp1_19,uncodable,14,751.0,bookshelf,plant,143,547,73,153,93,30,118.667,5.251748251748252,1.3729433272394882
643,15,dsp1_08,rev learned liberal,15,404.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,2.493827160493827,0.7087719298245614
643,16,dsp1_04,uncodable,16,547.0,chair,trashcan,223,629,214,132,53,194,185.333,2.4529147982062782,0.8696343402225755
643,17,dsp1_07,uncodable,17,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
643,18,dsp1_03,uncodable,18,445.0,chair,Piano,261,548,214,132,13,153,234.667,1.7049808429118773,0.8120437956204379
643,19,dsp1_09,learned liberal,19,466.0,plant,well,224,630,93,30,174,173,171.333,2.080357142857143,0.7396825396825397
643,20,dsp1_18,learned,20,264.0,Trashcan,well,142,264,53,194,174,173,115.333,1.8591549295774648,1.0
645,1,dsp1_03,uncodable,1,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
645,2,dsp1_10,uncodable,2,649.0,plant,piano,182,285,93,30,13,153,152.0,3.565934065934066,2.2771929824561403
645,3,dsp1_21,learned,3,324.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.7802197802197801,1.0657894736842106
645,4,dsp1_09,learned liberal,4,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
645,5,dsp1_02,uncodable,5,687.0,well,picnic table,203,405,174,173,73,71,137.2,3.3842364532019706,1.6962962962962962
645,6,dsp1_14,shortcut,6,283.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.3940886699507389,0.9929824561403509
645,7,dsp1_22,uncodable,7,727.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.460122699386503,1.1976935749588138
645,8,dsp1_08,learned liberal,8,324.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,2.0,0.5684210526315789
645,9,dsp1_04,shortcut,9,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
645,10,dsp1_16,Failure,10,808.0,piano,harp,203,285,13,153,134,153,153.333,3.980295566502463,2.8350877192982455
645,11,dsp1_18,shortcut,11,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
645,12,dsp1_06,shortcut,12,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
645,13,dsp1_23,uncodable,13,730.0,harp,plant,164,404,134,153,93,30,126.667,4.451219512195122,1.806930693069307
645,14,dsp1_07,shortcut liberal,14,385.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.4528301886792452,0.9016393442622951
645,15,dsp1_24,uncodable,15,445.0,harp,telescope,183,343,134,153,134,10,133.333,2.431693989071038,1.2973760932944607
645,16,dsp1_17,shortcut liberal,16,263.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.4371584699453552,0.3931240657698057
645,17,dsp1_13,uncodable,17,567.0,stove,chair,323,569,33,30,214,132,222.667,1.7554179566563468,0.9964850615114236
645,18,dsp1_05,shortcut liberal,18,344.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.303030303030303,0.5850340136054422
645,19,dsp1_19,rev learned,19,427.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.986013986013986,0.7806215722120659
645,20,dsp1_11,uncodable,20,486.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,5.926829268292683,1.0848214285714286
646,1,dsp1_11,shortcut liberal,1,244.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.975609756097561,0.5446428571428571
646,2,dsp1_18,shortcut,2,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
646,3,dsp1_24,rev learned liberal,3,225.0,harp,telescope,183,343,134,153,134,10,133.333,1.2295081967213115,0.6559766763848397
646,4,dsp1_10,shortcut,4,264.0,plant,piano,182,285,93,30,13,153,152.0,1.4505494505494505,0.9263157894736842
646,5,dsp1_04,shortcut,5,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
646,6,dsp1_23,shortcut,6,164.0,harp,plant,164,404,134,153,93,30,126.667,1.0,0.40594059405940597
646,7,dsp1_05,shortcut,7,304.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.1515151515151516,0.5170068027210885
646,8,dsp1_13,rev learned liberal,8,487.0,stove,chair,323,569,33,30,214,132,222.667,1.5077399380804954,0.8558875219683656
646,9,dsp1_09,shortcut liberal,9,304.0,plant,well,224,630,93,30,174,173,171.333,1.3571428571428572,0.48253968253968255
646,10,dsp1_22,uncodable,10,565.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.4662576687116564,0.9308072487644151
646,11,dsp1_03,uncodable,11,445.0,chair,Piano,261,548,214,132,13,153,234.667,1.7049808429118773,0.8120437956204379
646,12,dsp1_02,rev learned liberal,12,649.0,well,picnic table,203,405,174,173,73,71,137.2,3.1970443349753697,1.6024691358024692
646,13,dsp1_08,shortcut,13,184.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.1358024691358024,0.32280701754385965
646,14,dsp1_16,shortcut,14,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
646,15,dsp1_17,uncodable,15,589.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.2185792349726774,0.8804185351270553
646,16,dsp1_07,shortcut liberal,16,347.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.3094339622641509,0.8126463700234192
646,17,dsp1_19,shortcut,17,143.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.0,0.26142595978062155
646,18,dsp1_21,shortcut,18,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
646,19,dsp1_06,shortcut,19,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
646,20,dsp1_14,uncodable,20,367.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.8078817733990147,1.287719298245614
647,1,dsp1_13,rev learned,1,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
647,2,dsp1_19,uncodable,2,507.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.5454545454545454,0.926873857404022
647,3,dsp1_18,shortcut,3,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
647,4,dsp1_04,learned liberal,4,547.0,chair,trashcan,223,629,214,132,53,194,185.333,2.4529147982062782,0.8696343402225755
647,5,dsp1_03,learned liberal,5,445.0,chair,Piano,261,548,214,132,13,153,234.667,1.7049808429118773,0.8120437956204379
647,6,dsp1_06,shortcut liberal,6,263.0,mailbox,harp,203,731,214,30,134,153,153.333,1.2955665024630543,0.359781121751026
647,7,dsp1_05,shortcut liberal,7,304.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.1515151515151516,0.5170068027210885
647,8,dsp1_02,uncodable,8,365.0,well,picnic table,203,405,174,173,73,71,137.2,1.7980295566502462,0.9012345679012346
647,9,dsp1_17,uncodable,9,669.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.6557377049180326,1.0
647,10,dsp1_24,learned,10,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
647,11,dsp1_07,uncodable,11,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
647,12,dsp1_09,shortcut liberal,12,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
647,13,dsp1_23,shortcut liberal,13,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
647,14,dsp1_22,Failure,14,486.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,2.98159509202454,0.800658978583196
647,15,dsp1_10,shortcut,15,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
647,16,dsp1_21,shortcut,16,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
647,17,dsp1_14,rev learned liberal,17,447.0,stove,bookshelf,203,285,33,30,73,153,137.333,2.2019704433497536,1.568421052631579
647,18,dsp1_16,shortcut,18,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
647,19,dsp1_08,shortcut,19,162.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0,0.28421052631578947
647,20,dsp1_11,shortcut liberal,20,182.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.2195121951219514,0.40625
648,1,dsp1_08,shortcut,1,182.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.123456790123457,0.3192982456140351
648,2,dsp1_11,shortcut,2,82.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.0,0.18303571428571427
648,3,dsp1_16,shortcut,3,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
648,4,dsp1_17,shortcut liberal,4,509.0,trashcan,picnic table,183,669,53,194,73,71,130.667,2.7814207650273226,0.7608370702541106
648,5,dsp1_19,shortcut,5,143.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.0,0.26142595978062155
648,6,dsp1_13,rev learned,6,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
648,7,dsp1_09,shortcut liberal,7,388.0,plant,well,224,630,93,30,174,173,171.333,1.7321428571428572,0.6158730158730159
648,8,dsp1_24,shortcut,8,263.0,harp,telescope,183,343,134,153,134,10,133.333,1.4371584699453552,0.7667638483965015
648,9,dsp1_07,rev learned liberal,9,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
648,10,dsp1_06,shortcut,10,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
648,11,dsp1_18,shortcut,11,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
648,12,dsp1_03,shortcut,12,304.0,chair,Piano,261,548,214,132,13,153,234.667,1.1647509578544062,0.5547445255474452
648,13,dsp1_21,shortcut,13,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
648,14,dsp1_05,shortcut,14,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
648,15,dsp1_04,shortcut,15,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
648,16,dsp1_14,shortcut,16,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
648,17,dsp1_10,shortcut,17,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
648,18,dsp1_02,uncodable,18,365.0,well,picnic table,203,405,174,173,73,71,137.2,1.7980295566502462,0.9012345679012346
648,19,dsp1_22,shortcut,19,163.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.0,0.2685337726523888
648,20,dsp1_23,shortcut liberal,20,284.0,harp,plant,164,404,134,153,93,30,126.667,1.7317073170731707,0.7029702970297029
649,1,dsp1_17,Failure,1,610.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.3333333333333335,0.9118086696562033
649,2,dsp1_04,shortcut,2,303.0,chair,trashcan,223,629,214,132,53,194,185.333,1.358744394618834,0.48171701112877585
649,3,dsp1_19,shortcut,3,143.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.0,0.26142595978062155
649,4,dsp1_06,rev learned,4,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
649,5,dsp1_11,learned liberal,5,284.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,3.4634146341463414,0.6339285714285714
649,6,dsp1_07,uncodable,6,629.0,telescope,trashcan,265,427,134,10,53,194,221.333,2.3735849056603775,1.4730679156908666
649,7,dsp1_16,shortcut,7,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
649,8,dsp1_10,uncodable,8,689.0,plant,piano,182,285,93,30,13,153,152.0,3.7857142857142856,2.4175438596491228
649,9,dsp1_21,uncodable,9,364.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,2.0,1.1973684210526316
649,10,dsp1_02,uncodable,10,731.0,well,picnic table,203,405,174,173,73,71,137.2,3.600985221674877,1.8049382716049382
649,11,dsp1_23,learned,11,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
649,12,dsp1_05,shortcut liberal,12,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
649,13,dsp1_24,learned,13,363.0,harp,telescope,183,343,134,153,134,10,133.333,1.9836065573770492,1.0583090379008746
649,14,dsp1_08,shortcut,14,264.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.6296296296296295,0.4631578947368421
649,15,dsp1_18,shortcut,15,182.0,Trashcan,well,142,264,53,194,174,173,115.333,1.2816901408450705,0.6893939393939394
649,16,dsp1_03,shortcut,16,304.0,chair,Piano,261,548,214,132,13,153,234.667,1.1647509578544062,0.5547445255474452
649,17,dsp1_13,shortcut liberal,17,383.0,stove,chair,323,569,33,30,214,132,222.667,1.1857585139318885,0.6731107205623902
649,18,dsp1_09,shortcut,18,224.0,plant,well,224,630,93,30,174,173,171.333,1.0,0.35555555555555557
649,19,dsp1_22,Failure,19,778.28,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.774723926380368,1.2821746293245468
649,20,dsp1_14,shortcut,20,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
650,1,dsp1_06,shortcut,1,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
650,2,dsp1_22,shortcut,2,163.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.0,0.2685337726523888
650,3,dsp1_07,rev learned liberal,3,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
650,4,dsp1_13,shortcut liberal,4,423.0,stove,chair,323,569,33,30,214,132,222.667,1.3095975232198143,0.7434094903339191
650,5,dsp1_03,shortcut,5,281.0,chair,Piano,261,548,214,132,13,153,234.667,1.0766283524904214,0.5127737226277372
650,6,dsp1_09,uncodable,6,544.0,plant,well,224,630,93,30,174,173,171.333,2.4285714285714284,0.8634920634920635
650,7,dsp1_14,uncodable,7,243.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.1970443349753694,0.8526315789473684
650,8,dsp1_17,shortcut liberal,8,587.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.2076502732240435,0.8774289985052317
650,9,dsp1_19,learned liberal,9,655.28,bookshelf,plant,143,547,73,153,93,30,118.667,4.5823776223776225,1.1979524680073126
650,10,dsp1_16,shortcut,10,223.0,piano,harp,203,285,13,153,134,153,153.333,1.0985221674876848,0.7824561403508772
650,11,dsp1_10,rev learned liberal,11,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
650,12,dsp1_18,Failure,12,750.0,Trashcan,well,142,264,53,194,174,173,115.333,5.28169014084507,2.840909090909091
650,13,dsp1_08,shortcut,13,162.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0,0.28421052631578947
650,14,dsp1_24,shortcut,14,305.0,harp,telescope,183,343,134,153,134,10,133.333,1.6666666666666667,0.8892128279883382
650,15,dsp1_23,uncodable,15,730.0,harp,plant,164,404,134,153,93,30,126.667,4.451219512195122,1.806930693069307
650,16,dsp1_02,Failure,16,647.0,well,picnic table,203,405,174,173,73,71,137.2,3.187192118226601,1.5975308641975308
650,17,dsp1_11,shortcut liberal,17,324.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,3.951219512195122,0.7232142857142857
650,18,dsp1_21,rev learned liberal,18,284.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.5604395604395604,0.9342105263157895
650,19,dsp1_04,uncodable,19,549.0,chair,trashcan,223,629,214,132,53,194,185.333,2.4618834080717487,0.8728139904610492
650,20,dsp1_05,shortcut liberal,20,304.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.1515151515151516,0.5170068027210885
651,1,dsp1_13,rev learned,1,445.0,stove,chair,323,569,33,30,214,132,222.667,1.3777089783281733,0.7820738137082601
651,2,dsp1_06,shortcut,2,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
651,3,dsp1_04,Failure,3,607.0,chair,trashcan,223,629,214,132,53,194,185.333,2.7219730941704037,0.9650238473767886
651,4,dsp1_03,Failure,4,690.0,chair,Piano,261,548,214,132,13,153,234.667,2.6436781609195403,1.2591240875912408
651,5,dsp1_24,uncodable,5,467.0,harp,telescope,183,343,134,153,134,10,133.333,2.551912568306011,1.3615160349854227
651,6,dsp1_09,shortcut liberal,6,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
651,7,dsp1_17,rev learned liberal,7,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
651,8,dsp1_10,uncodable,8,525.0,plant,piano,182,285,93,30,13,153,152.0,2.8846153846153846,1.8421052631578947
651,9,dsp1_11,shortcut,9,122.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.4878048780487805,0.27232142857142855
651,10,dsp1_16,uncodable,10,485.0,piano,harp,203,285,13,153,134,153,153.333,2.3891625615763545,1.7017543859649122
651,11,dsp1_07,shortcut liberal,11,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
651,12,dsp1_18,uncodable,12,466.0,Trashcan,well,142,264,53,194,174,173,115.333,3.2816901408450705,1.7651515151515151
651,13,dsp1_02,Failure,13,748.0,well,picnic table,203,405,174,173,73,71,137.2,3.684729064039409,1.8469135802469137
651,14,dsp1_05,shortcut liberal,14,466.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.7651515151515151,0.7925170068027211
651,15,dsp1_21,uncodable,15,362.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.989010989010989,1.1907894736842106
651,16,dsp1_19,uncodable,16,751.0,bookshelf,plant,143,547,73,153,93,30,118.667,5.251748251748252,1.3729433272394882
651,17,dsp1_08,shortcut,17,182.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.123456790123457,0.3192982456140351
651,18,dsp1_22,shortcut liberal,18,243.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.49079754601227,0.400329489291598
651,19,dsp1_14,uncodable,19,243.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.1970443349753694,0.8526315789473684
651,20,dsp1_23,uncodable,20,570.0,harp,plant,164,404,134,153,93,30,126.667,3.475609756097561,1.4108910891089108
653,1,dsp1_10,learned,1,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
653,2,dsp1_19,rev learned liberal,2,345.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.4125874125874125,0.6307129798903108
653,3,dsp1_03,learned,3,548.0,chair,Piano,261,548,214,132,13,153,234.667,2.099616858237548,1.0
653,4,dsp1_18,learned,4,264.0,Trashcan,well,142,264,53,194,174,173,115.333,1.8591549295774648,1.0
653,5,dsp1_17,learned,5,669.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.6557377049180326,1.0
653,6,dsp1_22,uncodable,6,731.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.484662576687117,1.2042833607907744
653,7,dsp1_07,learned liberal,7,345.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.3018867924528301,0.8079625292740047
653,8,dsp1_02,learned,8,405.0,well,picnic table,203,405,174,173,73,71,137.2,1.9950738916256157,1.0
653,9,dsp1_08,rev learned liberal,9,404.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,2.493827160493827,0.7087719298245614
653,10,dsp1_13,rev learned,10,445.0,stove,chair,323,569,33,30,214,132,222.667,1.3777089783281733,0.7820738137082601
653,11,dsp1_21,learned,11,324.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.7802197802197801,1.0657894736842106
653,12,dsp1_16,learned,12,305.0,piano,harp,203,285,13,153,134,153,153.333,1.5024630541871922,1.0701754385964912
653,13,dsp1_06,rev learned,13,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
653,14,dsp1_05,learned,14,588.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,2.227272727272727,1.0
653,15,dsp1_14,learned,15,285.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.4039408866995073,1.0
653,16,dsp1_24,learned,16,363.0,harp,telescope,183,343,134,153,134,10,133.333,1.9836065573770492,1.0583090379008746
653,17,dsp1_04,learned liberal,17,547.0,chair,trashcan,223,629,214,132,53,194,185.333,2.4529147982062782,0.8696343402225755
653,18,dsp1_23,Failure,18,729.0,harp,plant,164,404,134,153,93,30,126.667,4.445121951219512,1.8044554455445545
653,19,dsp1_11,rev learned,19,546.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,6.658536585365853,1.21875
