Subject,DSP_Trial,Top,Target,AbsoluError,Order
649,dsp1_16,piano,harp,81.1,pre
649,dsp1_21,wheelbarrow,stove,163.7,pre
649,dsp1_02,well,picnic table,105.0,pre
649,dsp1_08,telescope,wheelbarrow,96.9,pre
649,dsp1_03,chair,piano,80.4,pre
649,new_3,bookshelf,piano,129.7,pre
649,new_7,trashcan,stove,12.5,pre
649,dsp1_07,telescope,trashcan,94.4,pre
649,dsp1_13,stove,chair,32.1,pre
649,new_2,stove,wheelbarrow,86.3,pre
649,dsp1_05,mailbox,bookshelf,148.9,pre
650,new_5,harp,mailbox,79.1,pre
650,dsp1_03,chair,piano,45.4,pre
650,dsp1_14,stove,bookshelf,13.6,pre
650,dsp1_21,wheelbarrow,stove,64.7,pre
650,new_7,trashcan,stove,43.5,pre
650,dsp1_06,mailbox,harp,9.1,pre
650,dsp1_13,stove,chair,57.1,pre
650,dsp1_18,trashcan,well,134.4,pre
650,dsp1_16,piano,harp,17.9,pre
650,dsp1_11,picnic table,wheelbarrow,77.1,pre
650,dsp1_19,bookshelf,plant,53.7,pre
650,dsp1_09,plant,well,161.6,pre
650,new_2,stove,wheelbarrow,28.3,pre
650,dsp1_08,telescope,wheelbarrow,149.9,pre
650,dsp1_23,harp,plant,40.0,pre
650,new_6,piano,trashcan,90.7,pre
650,new_3,bookshelf,piano,88.7,pre
650,dsp1_04,chair,trashcan,33.8,pre
650,dsp1_24,harp,telescope,48.0,pre
650,dsp1_05,mailbox,bookshelf,7.9,pre
650,dsp1_02,well,picnic table,18.0,pre
650,new_4,picnic table,chair,97.9,pre
650,dsp1_17,trashcan,picnic table,49.6,pre
650,dsp1_07,telescope,trashcan,31.6,pre
650,new_1,well,telescope,13.3,pre
650,dsp1_10,plant,piano,7.0,pre
650,dsp1_22,wheelbarrow,mailbox,152.0,pre
651,new_5,harp,mailbox,1.9,pre
651,dsp1_08,telescope,wheelbarrow,141.9,pre
651,dsp1_07,telescope,trashcan,8.4,pre
651,dsp1_13,stove,chair,17.1,pre
651,new_4,picnic table,chair,46.9,pre
651,dsp1_06,mailbox,harp,136.9,pre
651,dsp1_24,harp,telescope,16.0,pre
651,dsp1_14,stove,bookshelf,45.6,pre
651,dsp1_16,piano,harp,149.9,pre
651,dsp1_21,wheelbarrow,stove,160.3,pre
651,new_2,stove,wheelbarrow,104.3,pre
651,new_1,well,telescope,140.7,pre
651,dsp1_09,plant,well,102.4,pre
651,dsp1_04,chair,trashcan,120.2,pre
651,new_6,piano,trashcan,13.7,pre
651,new_3,bookshelf,piano,122.3,pre
651,dsp1_22,wheelbarrow,mailbox,169.0,pre
651,dsp1_02,well,picnic table,68.0,pre
651,new_7,trashcan,stove,30.5,pre
651,dsp1_11,picnic table,wheelbarrow,98.1,pre
651,dsp1_17,trashcan,picnic table,58.6,pre
651,dsp1_19,bookshelf,plant,135.7,pre
651,dsp1_18,trashcan,well,88.4,pre
651,dsp1_23,harp,plant,153.0,pre
651,dsp1_05,mailbox,bookshelf,7.9,pre
651,dsp1_10,plant,piano,96.0,pre
651,dsp1_03,chair,piano,93.4,pre
653,dsp1_19,bookshelf,plant,137.3,pre
653,dsp1_18,trashcan,well,49.6,pre
653,new_5,harp,mailbox,165.9,pre
653,new_2,stove,wheelbarrow,1.3,pre
653,new_7,trashcan,stove,32.5,pre
653,dsp1_24,harp,telescope,125.0,pre
653,dsp1_10,plant,piano,81.0,pre
653,dsp1_14,stove,bookshelf,53.6,pre
653,new_3,bookshelf,piano,47.7,pre
653,dsp1_21,wheelbarrow,stove,172.7,pre
653,dsp1_11,picnic table,wheelbarrow,87.1,pre
653,dsp1_06,mailbox,harp,9.1,pre
653,dsp1_16,piano,harp,47.9,pre
653,new_6,piano,trashcan,2.3,pre
653,dsp1_04,chair,trashcan,64.2,pre
653,dsp1_03,chair,piano,53.4,pre
653,dsp1_02,well,picnic table,9.0,pre
653,dsp1_17,trashcan,picnic table,53.6,pre
653,dsp1_23,harp,plant,117.0,pre
653,new_1,well,telescope,59.7,pre
653,dsp1_05,mailbox,bookshelf,0.1,pre
653,dsp1_13,stove,chair,162.9,pre
653,dsp1_08,telescope,wheelbarrow,53.9,pre
653,dsp1_22,wheelbarrow,mailbox,167.0,pre
653,new_4,picnic table,chair,112.9,pre
653,dsp1_07,telescope,trashcan,15.4,pre
653,dsp1_09,plant,well,19.4,pre
656,dsp1_05,mailbox,bookshelf,32.9,pre
656,dsp1_24,harp,telescope,10.0,pre
656,dsp1_02,well,picnic table,76.0,pre
656,dsp1_07,telescope,trashcan,132.4,pre
656,dsp1_03,chair,piano,58.4,pre
656,new_3,bookshelf,piano,65.7,pre
656,new_6,piano,trashcan,31.3,pre
656,new_5,harp,mailbox,110.1,pre
656,dsp1_17,trashcan,picnic table,47.6,pre
656,dsp1_23,harp,plant,154.0,pre
656,dsp1_22,wheelbarrow,mailbox,30.0,pre
656,new_7,trashcan,stove,143.5,pre
656,dsp1_09,plant,well,98.4,pre
656,new_1,well,telescope,60.7,pre
656,dsp1_18,trashcan,well,12.6,pre
656,dsp1_04,chair,trashcan,177.8,pre
656,dsp1_10,plant,piano,14.0,pre
656,dsp1_11,picnic table,wheelbarrow,176.1,pre
656,dsp1_16,piano,harp,158.9,pre
656,dsp1_21,wheelbarrow,stove,136.3,pre
656,dsp1_13,stove,chair,0.1,pre
656,dsp1_14,stove,bookshelf,107.6,pre
656,new_2,stove,wheelbarrow,11.3,pre
656,dsp1_06,mailbox,harp,55.9,pre
656,new_4,picnic table,chair,0.9,pre
656,dsp1_19,bookshelf,plant,152.3,pre
656,dsp1_08,telescope,wheelbarrow,152.9,pre
657,dsp1_11,picnic table,wheelbarrow,63.1,pre
657,dsp1_17,trashcan,picnic table,74.4,pre
657,dsp1_14,stove,bookshelf,54.4,pre
657,dsp1_07,telescope,trashcan,83.4,pre
657,dsp1_09,plant,well,5.4,pre
657,new_7,trashcan,stove,7.5,pre
657,dsp1_19,bookshelf,plant,8.7,pre
657,dsp1_04,chair,trashcan,157.8,pre
657,new_6,piano,trashcan,138.7,pre
657,dsp1_21,wheelbarrow,stove,141.3,pre
657,dsp1_18,trashcan,well,167.4,pre
657,new_1,well,telescope,74.3,pre
657,dsp1_10,plant,piano,147.0,pre
657,new_3,bookshelf,piano,0.7,pre
657,dsp1_22,wheelbarrow,mailbox,141.0,pre
657,dsp1_13,stove,chair,30.9,pre
657,dsp1_03,chair,piano,93.4,pre
657,dsp1_16,piano,harp,88.9,pre
657,new_5,harp,mailbox,33.9,pre
657,dsp1_08,telescope,wheelbarrow,101.9,pre
657,dsp1_02,well,picnic table,45.0,pre
657,dsp1_06,mailbox,harp,68.9,pre
657,dsp1_23,harp,plant,1.0,pre
657,new_4,picnic table,chair,142.1,pre
657,dsp1_05,mailbox,bookshelf,38.9,pre
657,dsp1_24,harp,telescope,55.0,pre
657,new_2,stove,wheelbarrow,152.3,pre
658,dsp1_06,mailbox,harp,14.9,pre
658,new_2,stove,wheelbarrow,9.7,pre
658,dsp1_11,picnic table,wheelbarrow,113.9,pre
658,dsp1_19,bookshelf,plant,63.7,pre
658,dsp1_23,harp,plant,139.0,pre
658,dsp1_16,piano,harp,129.1,pre
658,dsp1_14,stove,bookshelf,70.6,pre
658,dsp1_09,plant,well,95.4,pre
658,dsp1_03,chair,piano,52.6,pre
658,new_3,bookshelf,piano,32.7,pre
658,dsp1_22,wheelbarrow,mailbox,177.0,pre
658,dsp1_04,chair,trashcan,121.8,pre
658,dsp1_02,well,picnic table,76.0,pre
658,new_6,piano,trashcan,5.7,pre
658,dsp1_10,plant,piano,33.0,pre
658,dsp1_18,trashcan,well,39.6,pre
658,dsp1_05,mailbox,bookshelf,94.9,pre
658,new_4,picnic table,chair,126.1,pre
658,dsp1_21,wheelbarrow,stove,101.3,pre
658,dsp1_08,telescope,wheelbarrow,157.9,pre
658,new_5,harp,mailbox,101.1,pre
658,new_7,trashcan,stove,41.5,pre
658,dsp1_13,stove,chair,29.1,pre
658,new_1,well,telescope,72.7,pre
658,dsp1_24,harp,telescope,143.0,pre
658,dsp1_07,telescope,trashcan,129.4,pre
658,dsp1_17,trashcan,picnic table,82.4,pre
660,dsp1_10,plant,piano,179.0,pre
660,new_4,picnic table,chair,158.9,pre
660,dsp1_21,wheelbarrow,stove,87.7,pre
660,new_3,bookshelf,piano,9.3,pre
660,new_1,well,telescope,21.7,pre
660,dsp1_18,trashcan,well,44.6,pre
660,new_7,trashcan,stove,37.5,pre
660,dsp1_06,mailbox,harp,16.9,pre
660,dsp1_11,picnic table,wheelbarrow,172.9,pre
660,dsp1_23,harp,plant,30.0,pre
660,dsp1_17,trashcan,picnic table,67.6,pre
660,dsp1_16,piano,harp,68.1,pre
660,dsp1_22,wheelbarrow,mailbox,95.0,pre
660,dsp1_13,stove,chair,19.1,pre
660,dsp1_07,telescope,trashcan,157.4,pre
660,new_2,stove,wheelbarrow,78.7,pre
660,dsp1_02,well,picnic table,18.0,pre
660,dsp1_03,chair,piano,24.6,pre
660,dsp1_08,telescope,wheelbarrow,121.1,pre
660,dsp1_09,plant,well,162.6,pre
660,new_6,piano,trashcan,7.7,pre
660,dsp1_19,bookshelf,plant,123.7,pre
660,dsp1_05,mailbox,bookshelf,1.9,pre
660,dsp1_24,harp,telescope,51.0,pre
660,new_5,harp,mailbox,41.9,pre
660,dsp1_04,chair,trashcan,16.8,pre
660,dsp1_14,stove,bookshelf,4.4,pre
662,dsp1_16,piano,harp,62.1,pre
662,new_3,bookshelf,piano,50.7,pre
662,dsp1_09,plant,well,177.4,pre
662,dsp1_11,picnic table,wheelbarrow,148.1,pre
662,dsp1_19,bookshelf,plant,45.7,pre
662,dsp1_08,telescope,wheelbarrow,159.9,pre
662,new_6,piano,trashcan,10.3,pre
662,dsp1_04,chair,trashcan,171.8,pre
662,new_4,picnic table,chair,18.9,pre
662,dsp1_21,wheelbarrow,stove,98.7,pre
662,new_5,harp,mailbox,169.1,pre
662,dsp1_06,mailbox,harp,140.9,pre
662,dsp1_05,mailbox,bookshelf,82.9,pre
662,dsp1_14,stove,bookshelf,86.6,pre
662,dsp1_03,chair,piano,82.4,pre
662,dsp1_13,stove,chair,99.1,pre
662,dsp1_24,harp,telescope,171.0,pre
662,dsp1_17,trashcan,picnic table,65.6,pre
662,dsp1_02,well,picnic table,36.0,pre
662,new_2,stove,wheelbarrow,129.3,pre
662,dsp1_23,harp,plant,141.0,pre
662,dsp1_10,plant,piano,23.0,pre
662,dsp1_18,trashcan,well,148.4,pre
662,new_1,well,telescope,43.7,pre
662,new_7,trashcan,stove,97.5,pre
662,dsp1_07,telescope,trashcan,128.4,pre
662,dsp1_22,wheelbarrow,mailbox,162.0,pre
663,dsp1_11,picnic table,wheelbarrow,137.9,pre
663,dsp1_13,stove,chair,153.1,pre
663,dsp1_22,wheelbarrow,mailbox,139.0,pre
663,dsp1_07,telescope,trashcan,72.4,pre
663,dsp1_21,wheelbarrow,stove,130.3,pre
663,dsp1_14,stove,bookshelf,22.4,pre
663,dsp1_04,chair,trashcan,91.2,pre
663,new_3,bookshelf,piano,112.3,pre
663,new_2,stove,wheelbarrow,9.7,pre
663,new_5,harp,mailbox,138.1,pre
663,dsp1_24,harp,telescope,131.0,pre
663,dsp1_02,well,picnic table,81.0,pre
663,dsp1_19,bookshelf,plant,135.3,pre
663,dsp1_09,plant,well,28.6,pre
663,dsp1_16,piano,harp,63.1,pre
663,new_4,picnic table,chair,111.1,pre
663,dsp1_17,trashcan,picnic table,113.4,pre
663,new_7,trashcan,stove,147.5,pre
663,dsp1_10,plant,piano,30.0,pre
663,dsp1_08,telescope,wheelbarrow,72.9,pre
663,new_1,well,telescope,120.7,pre
663,dsp1_23,harp,plant,110.0,pre
663,dsp1_06,mailbox,harp,170.9,pre
663,new_6,piano,trashcan,176.7,pre
663,dsp1_05,mailbox,bookshelf,142.1,pre
663,dsp1_18,trashcan,well,170.4,pre
663,dsp1_03,chair,piano,63.4,pre
664,new_1,well,telescope,112.7,pre
664,dsp1_23,harp,plant,111.0,pre
664,dsp1_24,harp,telescope,134.0,pre
664,new_2,stove,wheelbarrow,18.7,pre
664,dsp1_22,wheelbarrow,mailbox,37.0,pre
664,new_3,bookshelf,piano,32.7,pre
664,dsp1_13,stove,chair,85.1,pre
664,new_7,trashcan,stove,54.5,pre
664,dsp1_21,wheelbarrow,stove,168.3,pre
664,dsp1_02,well,picnic table,176.0,pre
664,dsp1_18,trashcan,well,13.4,pre
664,dsp1_16,piano,harp,128.1,pre
664,dsp1_06,mailbox,harp,24.9,pre
664,dsp1_09,plant,well,29.6,pre
664,dsp1_14,stove,bookshelf,54.4,pre
664,dsp1_17,trashcan,picnic table,45.4,pre
664,new_4,picnic table,chair,137.9,pre
664,dsp1_07,telescope,trashcan,88.6,pre
664,dsp1_08,telescope,wheelbarrow,128.9,pre
664,new_6,piano,trashcan,0.7,pre
664,new_5,harp,mailbox,176.1,pre
664,dsp1_10,plant,piano,14.0,pre
664,dsp1_05,mailbox,bookshelf,163.1,pre
664,dsp1_19,bookshelf,plant,67.7,pre
664,dsp1_04,chair,trashcan,154.2,pre
664,dsp1_03,chair,piano,27.6,pre
664,dsp1_11,picnic table,wheelbarrow,156.1,pre
665,dsp1_24,harp,telescope,177.0,pre
665,dsp1_10,plant,piano,146.0,pre
665,dsp1_16,piano,harp,92.9,pre
665,dsp1_17,trashcan,picnic table,76.4,pre
665,dsp1_14,stove,bookshelf,31.4,pre
665,dsp1_04,chair,trashcan,21.2,pre
665,dsp1_08,telescope,wheelbarrow,78.1,pre
665,dsp1_07,telescope,trashcan,134.4,pre
665,new_5,harp,mailbox,148.9,pre
665,dsp1_09,plant,well,162.6,pre
665,dsp1_19,bookshelf,plant,170.3,pre
665,new_1,well,telescope,105.7,pre
665,new_6,piano,trashcan,1.3,pre
665,new_2,stove,wheelbarrow,9.7,pre
665,dsp1_06,mailbox,harp,124.9,pre
665,dsp1_21,wheelbarrow,stove,140.3,pre
665,new_7,trashcan,stove,98.5,pre
665,dsp1_18,trashcan,well,148.4,pre
665,new_3,bookshelf,piano,54.7,pre
665,dsp1_23,harp,plant,8.0,pre
665,dsp1_13,stove,chair,13.1,pre
665,dsp1_05,mailbox,bookshelf,136.1,pre
665,dsp1_11,picnic table,wheelbarrow,138.9,pre
665,dsp1_03,chair,piano,93.4,pre
665,dsp1_22,wheelbarrow,mailbox,129.0,pre
665,new_4,picnic table,chair,110.1,pre
665,dsp1_02,well,picnic table,164.0,pre
666,dsp1_19,bookshelf,plant,66.3,pre
666,dsp1_16,piano,harp,2.9,pre
666,new_5,harp,mailbox,20.1,pre
666,dsp1_02,well,picnic table,8.0,pre
666,dsp1_23,harp,plant,174.0,pre
666,dsp1_18,trashcan,well,9.6,pre
666,new_3,bookshelf,piano,65.3,pre
666,dsp1_17,trashcan,picnic table,19.6,pre
666,dsp1_22,wheelbarrow,mailbox,5.0,pre
666,dsp1_24,harp,telescope,0.0,pre
666,dsp1_03,chair,piano,8.6,pre
666,dsp1_06,mailbox,harp,18.1,pre
666,dsp1_14,stove,bookshelf,5.4,pre
666,new_7,trashcan,stove,30.5,pre
666,dsp1_04,chair,trashcan,19.8,pre
666,new_1,well,telescope,96.7,pre
666,dsp1_05,mailbox,bookshelf,0.9,pre
666,dsp1_13,stove,chair,2.9,pre
666,dsp1_10,plant,piano,20.0,pre
666,dsp1_09,plant,well,8.4,pre
666,new_4,picnic table,chair,21.9,pre
666,new_2,stove,wheelbarrow,9.3,pre
666,dsp1_21,wheelbarrow,stove,72.3,pre
666,dsp1_07,telescope,trashcan,23.6,pre
666,dsp1_11,picnic table,wheelbarrow,11.1,pre
666,dsp1_08,telescope,wheelbarrow,65.9,pre
666,new_6,piano,trashcan,14.7,pre
667,dsp1_18,trashcan,well,55.6,pre
667,new_6,piano,trashcan,94.3,pre
667,dsp1_03,chair,piano,97.4,pre
667,dsp1_21,wheelbarrow,stove,42.7,pre
667,dsp1_22,wheelbarrow,mailbox,128.0,pre
667,dsp1_02,well,picnic table,21.0,pre
667,new_1,well,telescope,51.3,pre
667,new_5,harp,mailbox,171.1,pre
667,dsp1_13,stove,chair,110.1,pre
667,dsp1_19,bookshelf,plant,120.3,pre
667,dsp1_24,harp,telescope,147.0,pre
667,dsp1_17,trashcan,picnic table,142.4,pre
667,dsp1_07,telescope,trashcan,126.4,pre
667,new_2,stove,wheelbarrow,98.3,pre
667,dsp1_23,harp,plant,24.0,pre
667,dsp1_05,mailbox,bookshelf,159.9,pre
667,dsp1_06,mailbox,harp,67.9,pre
667,new_4,picnic table,chair,117.1,pre
667,dsp1_08,telescope,wheelbarrow,150.9,pre
667,dsp1_14,stove,bookshelf,28.4,pre
667,dsp1_10,plant,piano,18.0,pre
667,new_7,trashcan,stove,99.5,pre
667,new_3,bookshelf,piano,142.7,pre
667,dsp1_04,chair,trashcan,142.8,pre
667,dsp1_09,plant,well,149.4,pre
667,dsp1_11,picnic table,wheelbarrow,39.1,pre
667,dsp1_16,piano,harp,77.1,pre
668,dsp1_10,plant,piano,33.0,pre
668,new_6,piano,trashcan,0.3,pre
668,dsp1_08,telescope,wheelbarrow,145.9,pre
668,dsp1_18,trashcan,well,63.6,pre
668,dsp1_04,chair,trashcan,100.8,pre
668,dsp1_03,chair,piano,114.4,pre
668,dsp1_09,plant,well,88.4,pre
668,dsp1_23,harp,plant,122.0,pre
668,dsp1_14,stove,bookshelf,67.6,pre
668,dsp1_21,wheelbarrow,stove,156.7,pre
668,dsp1_13,stove,chair,36.1,pre
668,dsp1_19,bookshelf,plant,108.7,pre
668,new_2,stove,wheelbarrow,155.3,pre
668,dsp1_17,trashcan,picnic table,70.6,pre
668,dsp1_07,telescope,trashcan,166.6,pre
668,dsp1_02,well,picnic table,179.0,pre
668,new_5,harp,mailbox,163.9,pre
668,dsp1_16,piano,harp,110.1,pre
668,dsp1_24,harp,telescope,115.0,pre
668,dsp1_22,wheelbarrow,mailbox,93.0,pre
668,dsp1_05,mailbox,bookshelf,148.9,pre
668,dsp1_06,mailbox,harp,153.1,pre
668,new_7,trashcan,stove,30.5,pre
668,new_1,well,telescope,63.7,pre
668,new_4,picnic table,chair,53.9,pre
668,dsp1_11,picnic table,wheelbarrow,164.1,pre
668,new_3,bookshelf,piano,0.7,pre
669,dsp1_13,stove,chair,105.9,pre
669,dsp1_24,harp,telescope,121.0,pre
669,dsp1_17,trashcan,picnic table,21.6,pre
669,dsp1_11,picnic table,wheelbarrow,88.1,pre
669,dsp1_19,bookshelf,plant,9.7,pre
669,new_1,well,telescope,25.7,pre
669,dsp1_09,plant,well,60.4,pre
669,dsp1_08,telescope,wheelbarrow,63.9,pre
669,new_7,trashcan,stove,12.5,pre
669,dsp1_23,harp,plant,42.0,pre
669,new_4,picnic table,chair,67.9,pre
669,new_6,piano,trashcan,20.3,pre
669,new_5,harp,mailbox,8.9,pre
669,dsp1_02,well,picnic table,1.0,pre
669,dsp1_05,mailbox,bookshelf,12.9,pre
669,dsp1_06,mailbox,harp,9.9,pre
669,dsp1_21,wheelbarrow,stove,18.7,pre
669,dsp1_18,trashcan,well,10.6,pre
669,dsp1_03,chair,piano,12.4,pre
669,dsp1_04,chair,trashcan,7.2,pre
669,dsp1_14,stove,bookshelf,141.4,pre
669,dsp1_07,telescope,trashcan,46.6,pre
669,dsp1_22,wheelbarrow,mailbox,13.0,pre
669,new_3,bookshelf,piano,0.3,pre
669,dsp1_16,piano,harp,3.1,pre
669,dsp1_10,plant,piano,70.0,pre
669,new_2,stove,wheelbarrow,78.7,pre
670,dsp1_05,mailbox,bookshelf,100.9,pre
670,new_1,well,telescope,18.7,pre
670,dsp1_04,chair,trashcan,130.8,pre
670,dsp1_02,well,picnic table,168.0,pre
670,new_7,trashcan,stove,43.5,pre
670,dsp1_11,picnic table,wheelbarrow,173.1,pre
670,new_4,picnic table,chair,43.9,pre
670,new_2,stove,wheelbarrow,44.3,pre
670,dsp1_22,wheelbarrow,mailbox,73.0,pre
670,dsp1_16,piano,harp,1.1,pre
670,dsp1_18,trashcan,well,100.6,pre
670,dsp1_08,telescope,wheelbarrow,152.9,pre
670,new_6,piano,trashcan,1.3,pre
670,dsp1_07,telescope,trashcan,117.4,pre
670,dsp1_24,harp,telescope,152.0,pre
670,dsp1_23,harp,plant,90.0,pre
670,dsp1_17,trashcan,picnic table,49.6,pre
670,dsp1_14,stove,bookshelf,42.6,pre
670,dsp1_03,chair,piano,162.6,pre
670,dsp1_13,stove,chair,108.1,pre
670,dsp1_06,mailbox,harp,179.9,pre
670,new_5,harp,mailbox,178.1,pre
670,dsp1_21,wheelbarrow,stove,117.7,pre
670,dsp1_09,plant,well,135.4,pre
670,dsp1_10,plant,piano,6.0,pre
670,new_3,bookshelf,piano,1.7,pre
670,dsp1_19,bookshelf,plant,175.3,pre
605,dsp1_17,trashcan,picnic table,44.64530212,post
605,dsp1_05,mailbox,bookshelf,5.911443155,post
605,dsp1_03,chair,piano,39.58395499,post
605,new_7,trashcan,stove,26.46265574,post
605,dsp1_08,telescope,wheelbarrow,77.89392067,post
605,dsp1_10,plant,piano,76.965791,post
605,dsp1_14,stove,bookshelf,24.36978881,post
605,dsp1_22,wheelbarrow,mailbox,8.952043123,post
605,dsp1_07,telescope,trashcan,86.62277151,post
605,new_1,well,telescope,91.66135446,post
605,dsp1_24,harp,telescope,27.0472296,post
605,dsp1_21,wheelbarrow,stove,7.320603378,post
605,dsp1_23,harp,plant,17.96763749,post
605,dsp1_02,well,picnic table,4,post
605,dsp1_04,chair,trashcan,50.75981217,post
605,dsp1_11,picnic table,wheelbarrow,27.94686305,post
605,new_2,stove,wheelbarrow,4.320603378,post
605,dsp1_09,plant,well,31.38102421,post
605,dsp1_18,trashcan,well,33.64530212,post
605,new_6,piano,trashcan,35.687,post
605,dsp1_19,bookshelf,plant,36.30394961,post
605,dsp1_16,piano,harp,0.90197481,post
605,dsp1_13,stove,chair,1.878541504,post
605,new_4,picnic table,chair,16.05856127,post
605,new_3,bookshelf,piano,0.738069053,post
605,new_5,harp,mailbox,160.1461191,post
605,dsp1_06,mailbox,harp,135.0751584,post
606,dsp1_05,mailbox,bookshelf,138.9114432,post
606,dsp1_24,harp,telescope,64.0472296,post
606,new_6,piano,trashcan,42.687,post
606,new_4,picnic table,chair,96.94143873,post
606,dsp1_19,bookshelf,plant,8.303949608,post
606,dsp1_02,well,picnic table,167,post
606,dsp1_22,wheelbarrow,mailbox,76.04795688,post
606,dsp1_10,plant,piano,104.965791,post
606,new_7,trashcan,stove,11.46265574,post
606,new_1,well,telescope,10.33864554,post
606,dsp1_09,plant,well,30.38102421,post
606,dsp1_18,trashcan,well,83.35469788,post
606,dsp1_04,chair,trashcan,175.7598122,post
606,dsp1_17,trashcan,picnic table,2.645302119,post
606,new_5,harp,mailbox,18.14611906,post
606,dsp1_23,harp,plant,149.9676375,post
606,new_3,bookshelf,piano,19.73806905,post
606,dsp1_03,chair,piano,13.41604501,post
606,dsp1_14,stove,bookshelf,5.630211191,post
606,dsp1_07,telescope,trashcan,37.62277151,post
606,dsp1_08,telescope,wheelbarrow,14.10607933,post
606,dsp1_21,wheelbarrow,stove,74.67939662,post
606,new_2,stove,wheelbarrow,3.679396622,post
606,dsp1_06,mailbox,harp,155.9248416,post
606,dsp1_11,picnic table,wheelbarrow,103.0531369,post
606,dsp1_16,piano,harp,147.9019748,post
606,dsp1_13,stove,chair,77.1214585,post
607,dsp1_05,mailbox,bookshelf,173.0885568,post
607,new_7,trashcan,stove,101.5373443,post
607,dsp1_19,bookshelf,plant,162.6960504,post
607,dsp1_23,harp,plant,163.9676375,post
607,new_6,piano,trashcan,156.313,post
607,dsp1_06,mailbox,harp,179.0751584,post
607,dsp1_08,telescope,wheelbarrow,126.1060793,post
607,new_3,bookshelf,piano,30.26193095,post
607,dsp1_21,wheelbarrow,stove,147.3206034,post
607,dsp1_24,harp,telescope,11.0472296,post
607,dsp1_09,plant,well,56.61897579,post
607,dsp1_22,wheelbarrow,mailbox,33.95204312,post
607,new_5,harp,mailbox,138.1461191,post
607,dsp1_16,piano,harp,141.0980252,post
607,dsp1_14,stove,bookshelf,58.36978881,post
607,dsp1_18,trashcan,well,118.3546979,post
607,dsp1_13,stove,chair,71.1214585,post
607,dsp1_02,well,picnic table,139,post
607,dsp1_07,telescope,trashcan,172.6227715,post
607,dsp1_03,chair,piano,53.41604501,post
607,dsp1_04,chair,trashcan,123.7598122,post
607,dsp1_10,plant,piano,135.965791,post
607,new_4,picnic table,chair,72.94143873,post
607,dsp1_17,trashcan,picnic table,85.35469788,post
607,new_1,well,telescope,34.33864554,post
607,new_2,stove,wheelbarrow,32.67939662,post
607,dsp1_11,picnic table,wheelbarrow,6.053136946,post
608,dsp1_03,chair,piano,31.41604501,post
608,dsp1_19,bookshelf,plant,53.30394961,post
608,dsp1_05,mailbox,bookshelf,116.9114432,post
608,new_7,trashcan,stove,68.46265574,post
608,dsp1_08,telescope,wheelbarrow,152.1060793,post
608,dsp1_16,piano,harp,123.9019748,post
608,dsp1_13,stove,chair,89.1214585,post
608,dsp1_14,stove,bookshelf,7.369788809,post
608,dsp1_09,plant,well,103.3810242,post
608,dsp1_24,harp,telescope,136.0472296,post
608,dsp1_17,trashcan,picnic table,133.6453021,post
608,new_6,piano,trashcan,165.313,post
608,dsp1_18,trashcan,well,117.3546979,post
608,dsp1_04,chair,trashcan,20.75981217,post
608,dsp1_22,wheelbarrow,mailbox,6.047956877,post
608,dsp1_11,picnic table,wheelbarrow,95.05313695,post
608,dsp1_07,telescope,trashcan,51.62277151,post
608,new_1,well,telescope,118.3386455,post
608,dsp1_06,mailbox,harp,22.07515838,post
608,new_5,harp,mailbox,18.14611906,post
608,new_3,bookshelf,piano,141.2619309,post
608,dsp1_23,harp,plant,100.0323625,post
608,new_4,picnic table,chair,73.94143873,post
608,dsp1_21,wheelbarrow,stove,15.32060338,post
608,dsp1_10,plant,piano,100.965791,post
608,new_2,stove,wheelbarrow,2.320603378,post
608,dsp1_02,well,picnic table,113,post
609,dsp1_17,trashcan,picnic table,9.645302119,post
609,dsp1_23,harp,plant,16.96763749,post
609,dsp1_19,bookshelf,plant,3.303949608,post
609,new_3,bookshelf,piano,1.738069053,post
609,dsp1_24,harp,telescope,30.0472296,post
609,new_4,picnic table,chair,18.05856127,post
609,dsp1_10,plant,piano,117.034209,post
609,dsp1_18,trashcan,well,2.354697881,post
609,dsp1_13,stove,chair,13.1214585,post
609,dsp1_11,picnic table,wheelbarrow,24.05313695,post
609,new_6,piano,trashcan,9.312999998,post
609,dsp1_02,well,picnic table,17,post
609,new_1,well,telescope,13.66135446,post
609,dsp1_14,stove,bookshelf,11.36978881,post
609,dsp1_06,mailbox,harp,18.07515838,post
609,dsp1_07,telescope,trashcan,28.37722849,post
609,dsp1_16,piano,harp,0.09802519,post
609,dsp1_21,wheelbarrow,stove,3.679396622,post
609,dsp1_04,chair,trashcan,21.75981217,post
609,new_7,trashcan,stove,42.46265574,post
609,new_2,stove,wheelbarrow,6.679396622,post
609,dsp1_22,wheelbarrow,mailbox,37.95204312,post
609,dsp1_05,mailbox,bookshelf,11.91144315,post
609,dsp1_03,chair,piano,5.416045012,post
609,dsp1_09,plant,well,79.61897579,post
609,new_5,harp,mailbox,35.14611906,post
609,dsp1_08,telescope,wheelbarrow,20.10607933,post
610,dsp1_10,plant,piano,80.034209,post
610,new_7,trashcan,stove,9.537344259,post
610,dsp1_06,mailbox,harp,17.07515838,post
610,dsp1_17,trashcan,picnic table,7.354697881,post
610,dsp1_21,wheelbarrow,stove,156.6793966,post
610,new_5,harp,mailbox,23.14611906,post
610,dsp1_04,chair,trashcan,45.24018783,post
610,dsp1_14,stove,bookshelf,28.36978881,post
