Subject,DSP_Trial,Top,Target,AbsoluError,Order
626,new_1,well,telescope,58.7,pre
626,new_2,stove,wheelbarrow,13.3,pre
626,dsp1_17,trashcan,picnic table,48.6,pre
626,new_7,trashcan,stove,40.5,pre
626,dsp1_19,bookshelf,plant,43.7,pre
626,dsp1_09,plant,well,96.4,pre
626,dsp1_14,stove,bookshelf,5.4,pre
626,dsp1_24,harp,telescope,69.0,pre
627,dsp1_10,plant,piano,5.0,pre
627,new_5,harp,mailbox,145.1,pre
627,dsp1_18,trashcan,well,90.4,pre
627,dsp1_23,harp,plant,17.0,pre
627,dsp1_06,mailbox,harp,152.9,pre
627,dsp1_09,plant,well,19.4,pre
627,dsp1_16,piano,harp,179.9,pre
627,dsp1_02,well,picnic table,178.0,pre
627,dsp1_05,mailbox,bookshelf,86.9,pre
627,new_2,stove,wheelbarrow,43.7,pre
627,new_1,well,telescope,42.3,pre
627,dsp1_04,chair,trashcan,8.2,pre
627,dsp1_21,wheelbarrow,stove,61.7,pre
627,dsp1_13,stove,chair,20.1,pre
627,new_3,bookshelf,piano,145.3,pre
627,dsp1_11,picnic table,wheelbarrow,162.9,pre
627,dsp1_17,trashcan,picnic table,36.4,pre
627,dsp1_08,telescope,wheelbarrow,110.1,pre
627,dsp1_22,wheelbarrow,mailbox,128.0,pre
627,new_6,piano,trashcan,95.7,pre
627,new_7,trashcan,stove,26.5,pre
627,dsp1_19,bookshelf,plant,50.7,pre
627,dsp1_24,harp,telescope,129.0,pre
627,dsp1_07,telescope,trashcan,56.6,pre
627,dsp1_14,stove,bookshelf,33.4,pre
627,dsp1_03,chair,piano,139.4,pre
627,new_4,picnic table,chair,64.9,pre
628,dsp1_02,well,picnic table,100.0,pre
628,dsp1_03,chair,piano,132.4,pre
628,new_1,well,telescope,15.7,pre
628,dsp1_17,trashcan,picnic table,59.6,pre
628,new_5,harp,mailbox,10.9,pre
628,dsp1_21,wheelbarrow,stove,116.3,pre
628,dsp1_07,telescope,trashcan,49.6,pre
628,dsp1_08,telescope,wheelbarrow,100.9,pre
628,dsp1_16,piano,harp,141.1,pre
628,dsp1_09,plant,well,30.6,pre
628,dsp1_05,mailbox,bookshelf,65.9,pre
628,new_6,piano,trashcan,179.7,pre
628,new_3,bookshelf,piano,91.7,pre
628,dsp1_18,trashcan,well,170.6,pre
628,dsp1_06,mailbox,harp,175.9,pre
628,dsp1_24,harp,telescope,112.0,pre
628,dsp1_13,stove,chair,9.1,pre
628,new_7,trashcan,stove,102.5,pre
628,dsp1_11,picnic table,wheelbarrow,105.1,pre
628,dsp1_14,stove,bookshelf,5.4,pre
628,new_4,picnic table,chair,29.9,pre
628,new_2,stove,wheelbarrow,94.3,pre
628,dsp1_19,bookshelf,plant,117.3,pre
628,dsp1_10,plant,piano,172.0,pre
628,dsp1_04,chair,trashcan,48.8,pre
628,dsp1_23,harp,plant,13.0,pre
628,dsp1_22,wheelbarrow,mailbox,140.0,pre
629,new_4,picnic table,chair,17.9,pre
629,dsp1_06,mailbox,harp,14.9,pre
629,dsp1_07,telescope,trashcan,16.6,pre
629,dsp1_22,wheelbarrow,mailbox,6.0,pre
629,dsp1_18,trashcan,well,6.4,pre
629,dsp1_17,trashcan,picnic table,11.6,pre
629,dsp1_10,plant,piano,19.0,pre
629,dsp1_04,chair,trashcan,1.8,pre
629,dsp1_02,well,picnic table,9.0,pre
629,dsp1_19,bookshelf,plant,10.7,pre
629,dsp1_14,stove,bookshelf,17.4,pre
629,dsp1_23,harp,plant,3.0,pre
629,dsp1_09,plant,well,10.6,pre
629,new_7,trashcan,stove,5.5,pre
629,dsp1_11,picnic table,wheelbarrow,38.1,pre
629,dsp1_08,telescope,wheelbarrow,2.9,pre
629,new_5,harp,mailbox,35.1,pre
629,dsp1_24,harp,telescope,7.0,pre
629,dsp1_03,chair,piano,1.6,pre
629,new_6,piano,trashcan,10.7,pre
629,dsp1_16,piano,harp,8.9,pre
629,new_3,bookshelf,piano,1.7,pre
629,dsp1_21,wheelbarrow,stove,19.7,pre
629,dsp1_13,stove,chair,4.1,pre
629,dsp1_05,mailbox,bookshelf,15.1,pre
629,new_1,well,telescope,3.3,pre
629,new_2,stove,wheelbarrow,27.7,pre
630,dsp1_21,wheelbarrow,stove,174.7,pre
630,dsp1_17,trashcan,picnic table,111.6,pre
630,new_2,stove,wheelbarrow,169.3,pre
630,dsp1_03,chair,piano,87.4,pre
630,new_4,picnic table,chair,156.9,pre
630,dsp1_06,mailbox,harp,71.9,pre
630,dsp1_11,picnic table,wheelbarrow,138.1,pre
630,dsp1_08,telescope,wheelbarrow,86.9,pre
630,new_6,piano,trashcan,5.7,pre
630,dsp1_05,mailbox,bookshelf,59.9,pre
630,dsp1_02,well,picnic table,103.0,pre
630,dsp1_07,telescope,trashcan,57.4,pre
630,dsp1_24,harp,telescope,137.0,pre
630,new_7,trashcan,stove,152.5,pre
630,new_3,bookshelf,piano,27.7,pre
630,dsp1_23,harp,plant,149.0,pre
630,dsp1_19,bookshelf,plant,107.3,pre
630,dsp1_16,piano,harp,137.1,pre
630,dsp1_09,plant,well,34.4,pre
630,dsp1_10,plant,piano,96.0,pre
630,dsp1_04,chair,trashcan,48.2,pre
630,new_5,harp,mailbox,121.1,pre
630,dsp1_18,trashcan,well,78.6,pre
630,new_1,well,telescope,43.7,pre
630,dsp1_14,stove,bookshelf,138.4,pre
630,dsp1_13,stove,chair,105.1,pre
630,dsp1_22,wheelbarrow,mailbox,79.0,pre
631,dsp1_22,wheelbarrow,mailbox,12.0,pre
631,new_1,well,telescope,147.7,pre
631,dsp1_18,trashcan,well,57.4,pre
631,dsp1_17,trashcan,picnic table,133.4,pre
631,dsp1_04,chair,trashcan,158.2,pre
631,dsp1_03,chair,piano,101.6,pre
631,dsp1_13,stove,chair,20.1,pre
631,dsp1_07,telescope,trashcan,175.6,pre
631,dsp1_02,well,picnic table,34.0,pre
631,dsp1_05,mailbox,bookshelf,125.9,pre
631,dsp1_10,plant,piano,35.0,pre
631,new_2,stove,wheelbarrow,8.3,pre
631,new_4,picnic table,chair,89.1,pre
631,dsp1_09,plant,well,147.4,pre
631,new_3,bookshelf,piano,138.3,pre
631,dsp1_08,telescope,wheelbarrow,153.1,pre
631,new_6,piano,trashcan,177.3,pre
631,dsp1_21,wheelbarrow,stove,66.3,pre
631,new_5,harp,mailbox,107.1,pre
631,dsp1_14,stove,bookshelf,41.4,pre
631,dsp1_24,harp,telescope,127.0,pre
631,dsp1_19,bookshelf,plant,45.3,pre
631,dsp1_06,mailbox,harp,165.1,pre
631,dsp1_16,piano,harp,139.1,pre
631,new_7,trashcan,stove,81.5,pre
631,dsp1_11,picnic table,wheelbarrow,138.1,pre
631,dsp1_23,harp,plant,130.0,pre
632,dsp1_11,picnic table,wheelbarrow,73.1,pre
632,dsp1_10,plant,piano,9.0,pre
632,dsp1_08,telescope,wheelbarrow,49.1,pre
632,dsp1_14,stove,bookshelf,24.4,pre
632,dsp1_18,trashcan,well,46.4,pre
632,dsp1_02,well,picnic table,126.0,pre
632,dsp1_22,wheelbarrow,mailbox,176.0,pre
632,new_3,bookshelf,piano,49.7,pre
632,new_6,piano,trashcan,158.3,pre
632,dsp1_16,piano,harp,123.9,pre
632,new_5,harp,mailbox,8.1,pre
632,new_4,picnic table,chair,45.9,pre
632,dsp1_13,stove,chair,158.1,pre
632,dsp1_03,chair,piano,79.4,pre
632,dsp1_09,plant,well,109.4,pre
632,dsp1_21,wheelbarrow,stove,17.3,pre
632,dsp1_17,trashcan,picnic table,31.4,pre
632,new_2,stove,wheelbarrow,5.3,pre
632,dsp1_05,mailbox,bookshelf,111.1,pre
632,dsp1_06,mailbox,harp,163.9,pre
632,dsp1_04,chair,trashcan,138.8,pre
632,dsp1_19,bookshelf,plant,125.7,pre
632,new_7,trashcan,stove,49.5,pre
632,dsp1_24,harp,telescope,18.0,pre
632,dsp1_07,telescope,trashcan,116.4,pre
632,new_1,well,telescope,72.7,pre
632,dsp1_23,harp,plant,142.0,pre
633,dsp1_04,chair,trashcan,130.8,pre
633,dsp1_16,piano,harp,102.1,pre
633,dsp1_09,plant,well,98.6,pre
633,dsp1_17,trashcan,picnic table,76.6,pre
633,dsp1_06,mailbox,harp,96.9,pre
633,new_4,picnic table,chair,161.9,pre
633,dsp1_08,telescope,wheelbarrow,156.9,pre
633,dsp1_10,plant,piano,0.0,pre
633,new_3,bookshelf,piano,66.7,pre
633,dsp1_03,chair,piano,62.6,pre
633,new_7,trashcan,stove,68.5,pre
633,new_6,piano,trashcan,19.7,pre
633,dsp1_13,stove,chair,107.1,pre
633,new_2,stove,wheelbarrow,8.3,pre
633,dsp1_18,trashcan,well,18.4,pre
633,dsp1_24,harp,telescope,176.0,pre
633,dsp1_05,mailbox,bookshelf,177.1,pre
633,dsp1_23,harp,plant,96.0,pre
633,new_1,well,telescope,116.7,pre
633,dsp1_21,wheelbarrow,stove,97.3,pre
633,dsp1_19,bookshelf,plant,69.3,pre
633,dsp1_22,wheelbarrow,mailbox,16.0,pre
633,dsp1_11,picnic table,wheelbarrow,24.9,pre
633,dsp1_14,stove,bookshelf,22.4,pre
633,dsp1_02,well,picnic table,126.0,pre
633,new_5,harp,mailbox,110.1,pre
633,dsp1_07,telescope,trashcan,96.4,pre
634,new_7,trashcan,stove,45.5,pre
634,dsp1_16,piano,harp,127.1,pre
634,dsp1_08,telescope,wheelbarrow,145.9,pre
634,dsp1_02,well,picnic table,176.0,pre
634,new_4,picnic table,chair,163.9,pre
634,dsp1_23,harp,plant,142.0,pre
634,dsp1_18,trashcan,well,62.6,pre
634,dsp1_21,wheelbarrow,stove,175.3,pre
634,dsp1_17,trashcan,picnic table,43.4,pre
634,dsp1_14,stove,bookshelf,37.4,pre
634,new_2,stove,wheelbarrow,83.3,pre
634,dsp1_03,chair,piano,17.4,pre
634,dsp1_10,plant,piano,180.0,pre
634,dsp1_13,stove,chair,103.1,pre
634,dsp1_06,mailbox,harp,178.9,pre
634,dsp1_19,bookshelf,plant,48.3,pre
634,new_6,piano,trashcan,96.3,pre
634,dsp1_04,chair,trashcan,79.8,pre
634,new_3,bookshelf,piano,147.7,pre
634,dsp1_09,plant,well,12.4,pre
634,dsp1_22,wheelbarrow,mailbox,121.0,pre
634,dsp1_11,picnic table,wheelbarrow,152.1,pre
634,dsp1_24,harp,telescope,129.0,pre
634,dsp1_05,mailbox,bookshelf,138.1,pre
634,new_1,well,telescope,116.7,pre
634,dsp1_07,telescope,trashcan,67.4,pre
634,new_5,harp,mailbox,69.9,pre
635,new_6,piano,trashcan,18.7,pre
635,dsp1_04,chair,trashcan,178.2,pre
635,dsp1_08,telescope,wheelbarrow,179.9,pre
635,dsp1_19,bookshelf,plant,140.7,pre
635,dsp1_05,mailbox,bookshelf,12.9,pre
635,new_7,trashcan,stove,68.5,pre
635,dsp1_22,wheelbarrow,mailbox,1.0,pre
635,dsp1_17,trashcan,picnic table,8.6,pre
635,dsp1_16,piano,harp,117.9,pre
635,dsp1_24,harp,telescope,52.0,pre
635,new_2,stove,wheelbarrow,76.7,pre
635,dsp1_13,stove,chair,6.9,pre
635,dsp1_09,plant,well,96.6,pre
635,dsp1_14,stove,bookshelf,44.4,pre
635,dsp1_23,harp,plant,157.0,pre
635,dsp1_03,chair,piano,25.4,pre
635,new_1,well,telescope,13.3,pre
635,new_4,picnic table,chair,66.9,pre
635,dsp1_18,trashcan,well,59.4,pre
635,dsp1_02,well,picnic table,94.0,pre
635,dsp1_06,mailbox,harp,26.1,pre
635,dsp1_21,wheelbarrow,stove,178.3,pre
635,dsp1_11,picnic table,wheelbarrow,65.1,pre
635,new_3,bookshelf,piano,0.7,pre
635,new_5,harp,mailbox,34.1,pre
635,dsp1_10,plant,piano,79.0,pre
635,dsp1_07,telescope,trashcan,78.6,pre
636,dsp1_17,trashcan,picnic table,35.6,pre
636,dsp1_21,wheelbarrow,stove,131.3,pre
636,dsp1_19,bookshelf,plant,38.7,pre
636,dsp1_16,piano,harp,23.1,pre
636,dsp1_02,well,picnic table,165.0,pre
636,dsp1_22,wheelbarrow,mailbox,118.0,pre
636,dsp1_11,picnic table,wheelbarrow,88.1,pre
636,new_4,picnic table,chair,175.9,pre
636,dsp1_08,telescope,wheelbarrow,143.9,pre
636,new_7,trashcan,stove,61.5,pre
636,dsp1_13,stove,chair,80.1,pre
636,dsp1_04,chair,trashcan,163.8,pre
636,new_1,well,telescope,138.3,pre
636,dsp1_05,mailbox,bookshelf,152.9,pre
636,dsp1_24,harp,telescope,162.0,pre
636,dsp1_07,telescope,trashcan,10.6,pre
636,new_3,bookshelf,piano,0.3,pre
636,new_2,stove,wheelbarrow,23.3,pre
636,new_6,piano,trashcan,6.7,pre
636,dsp1_10,plant,piano,53.0,pre
636,dsp1_09,plant,well,78.4,pre
636,new_5,harp,mailbox,120.1,pre
636,dsp1_14,stove,bookshelf,32.6,pre
636,dsp1_06,mailbox,harp,154.9,pre
636,dsp1_03,chair,piano,52.6,pre
636,dsp1_18,trashcan,well,58.4,pre
636,dsp1_23,harp,plant,157.0,pre
637,dsp1_07,telescope,trashcan,86.4,pre
637,dsp1_03,chair,piano,95.4,pre
637,new_1,well,telescope,11.7,pre
637,dsp1_16,piano,harp,98.9,pre
637,dsp1_23,harp,plant,21.0,pre
637,dsp1_18,trashcan,well,21.6,pre
637,new_7,trashcan,stove,36.5,pre
637,dsp1_19,bookshelf,plant,83.7,pre
637,dsp1_05,mailbox,bookshelf,104.9,pre
637,dsp1_04,chair,trashcan,51.8,pre
637,new_2,stove,wheelbarrow,3.3,pre
637,new_6,piano,trashcan,19.7,pre
637,new_5,harp,mailbox,108.9,pre
637,dsp1_13,stove,chair,6.9,pre
637,dsp1_06,mailbox,harp,5.9,pre
637,new_3,bookshelf,piano,0.7,pre
637,dsp1_22,wheelbarrow,mailbox,144.0,pre
637,dsp1_24,harp,telescope,137.0,pre
637,new_4,picnic table,chair,150.9,pre
637,dsp1_09,plant,well,86.4,pre
637,dsp1_10,plant,piano,37.0,pre
637,dsp1_17,trashcan,picnic table,53.6,pre
637,dsp1_14,stove,bookshelf,27.4,pre
637,dsp1_08,telescope,wheelbarrow,168.1,pre
637,dsp1_21,wheelbarrow,stove,125.7,pre
637,dsp1_11,picnic table,wheelbarrow,167.1,pre
637,dsp1_02,well,picnic table,109.0,pre
638,new_7,trashcan,stove,54.5,pre
638,dsp1_09,plant,well,29.4,pre
638,dsp1_11,picnic table,wheelbarrow,21.1,pre
638,new_2,stove,wheelbarrow,2.7,pre
638,dsp1_03,chair,piano,66.4,pre
638,new_1,well,telescope,57.7,pre
638,dsp1_19,bookshelf,plant,167.7,pre
638,dsp1_16,piano,harp,53.1,pre
638,dsp1_22,wheelbarrow,mailbox,127.0,pre
638,dsp1_18,trashcan,well,64.6,pre
638,new_5,harp,mailbox,115.1,pre
638,dsp1_21,wheelbarrow,stove,85.3,pre
638,dsp1_07,telescope,trashcan,98.4,pre
638,dsp1_23,harp,plant,46.0,pre
638,new_6,piano,trashcan,169.7,pre
638,dsp1_10,plant,piano,114.0,pre
638,dsp1_24,harp,telescope,52.0,pre
638,dsp1_05,mailbox,bookshelf,59.9,pre
638,dsp1_02,well,picnic table,80.0,pre
638,dsp1_08,telescope,wheelbarrow,41.9,pre
638,dsp1_13,stove,chair,1.9,pre
638,dsp1_06,mailbox,harp,4.1,pre
638,new_4,picnic table,chair,141.1,pre
638,dsp1_14,stove,bookshelf,85.6,pre
638,dsp1_17,trashcan,picnic table,146.6,pre
638,dsp1_04,chair,trashcan,144.8,pre
638,new_3,bookshelf,piano,116.7,pre
639,dsp1_08,telescope,wheelbarrow,85.9,pre
639,dsp1_03,chair,piano,94.4,pre
639,dsp1_16,piano,harp,47.1,pre
639,dsp1_19,bookshelf,plant,71.7,pre
639,dsp1_10,plant,piano,178.0,pre
639,dsp1_11,picnic table,wheelbarrow,169.1,pre
639,dsp1_05,mailbox,bookshelf,47.9,pre
639,dsp1_22,wheelbarrow,mailbox,36.0,pre
639,dsp1_18,trashcan,well,7.4,pre
639,dsp1_14,stove,bookshelf,88.4,pre
639,new_2,stove,wheelbarrow,151.3,pre
639,dsp1_21,wheelbarrow,stove,122.3,pre
639,dsp1_23,harp,plant,148.0,pre
639,dsp1_07,telescope,trashcan,48.4,pre
639,dsp1_06,mailbox,harp,142.1,pre
639,new_6,piano,trashcan,114.7,pre
639,dsp1_04,chair,trashcan,129.2,pre
639,new_4,picnic table,chair,9.9,pre
639,dsp1_17,trashcan,picnic table,23.4,pre
639,dsp1_09,plant,well,109.4,pre
639,new_5,harp,mailbox,17.1,pre
639,dsp1_24,harp,telescope,41.0,pre
639,dsp1_02,well,picnic table,168.0,pre
639,new_1,well,telescope,35.3,pre
639,new_3,bookshelf,piano,87.3,pre
639,new_7,trashcan,stove,94.5,pre
639,dsp1_13,stove,chair,57.1,pre
640,dsp1_13,stove,chair,14.1,pre
640,new_7,trashcan,stove,65.5,pre
640,dsp1_09,plant,well,35.4,pre
640,dsp1_03,chair,piano,75.6,pre
640,dsp1_11,picnic table,wheelbarrow,90.1,pre
640,dsp1_04,chair,trashcan,93.2,pre
640,new_2,stove,wheelbarrow,93.3,pre
640,dsp1_22,wheelbarrow,mailbox,155.0,pre
640,dsp1_17,trashcan,picnic table,1.6,pre
640,new_3,bookshelf,piano,4.7,pre
640,new_1,well,telescope,71.3,pre
640,dsp1_16,piano,harp,163.1,pre
640,dsp1_14,stove,bookshelf,95.6,pre
640,dsp1_06,mailbox,harp,169.1,pre
640,dsp1_21,wheelbarrow,stove,78.7,pre
640,new_6,piano,trashcan,17.3,pre
640,dsp1_10,plant,piano,5.0,pre
640,dsp1_08,telescope,wheelbarrow,112.9,pre
640,dsp1_23,harp,plant,72.0,pre
640,dsp1_24,harp,telescope,64.0,pre
640,dsp1_05,mailbox,bookshelf,30.9,pre
640,dsp1_07,telescope,trashcan,46.4,pre
640,dsp1_02,well,picnic table,155.0,pre
640,new_5,harp,mailbox,98.9,pre
640,dsp1_19,bookshelf,plant,152.7,pre
640,dsp1_18,trashcan,well,177.6,pre
640,new_4,picnic table,chair,22.1,pre
641,dsp1_10,plant,piano,35.0,pre
641,dsp1_13,stove,chair,22.1,pre
641,new_1,well,telescope,73.7,pre
641,dsp1_09,plant,well,94.4,pre
641,dsp1_22,wheelbarrow,mailbox,41.0,pre
641,dsp1_18,trashcan,well,46.4,pre
641,dsp1_02,well,picnic table,27.0,pre
641,new_2,stove,wheelbarrow,39.3,pre
641,dsp1_08,telescope,wheelbarrow,39.9,pre
641,dsp1_11,picnic table,wheelbarrow,119.1,pre
641,dsp1_05,mailbox,bookshelf,16.1,pre
641,dsp1_04,chair,trashcan,21.8,pre
641,dsp1_24,harp,telescope,133.0,pre
641,dsp1_19,bookshelf,plant,24.3,pre
641,dsp1_21,wheelbarrow,stove,35.3,pre
641,new_3,bookshelf,piano,2.7,pre
641,new_6,piano,trashcan,43.3,pre
641,dsp1_23,harp,plant,14.0,pre
641,new_5,harp,mailbox,19.1,pre
641,dsp1_17,trashcan,picnic table,0.6,pre
641,dsp1_06,mailbox,harp,25.9,pre
641,dsp1_03,chair,piano,36.6,pre
641,new_7,trashcan,stove,2.5,pre
641,dsp1_07,telescope,trashcan,80.6,pre
641,dsp1_16,piano,harp,19.1,pre
641,dsp1_14,stove,bookshelf,3.6,pre
641,new_4,picnic table,chair,140.9,pre
642,dsp1_18,trashcan,well,121.4,pre
642,dsp1_13,stove,chair,3.1,pre
642,dsp1_22,wheelbarrow,mailbox,114.0,pre
642,new_3,bookshelf,piano,26.3,pre
642,dsp1_09,plant,well,101.4,pre
642,new_5,harp,mailbox,77.1,pre
642,dsp1_16,piano,harp,145.9,pre
642,new_2,stove,wheelbarrow,21.3,pre
642,dsp1_24,harp,telescope,158.0,pre
642,dsp1_19,bookshelf,plant,98.7,pre
642,dsp1_14,stove,bookshelf,15.4,pre
642,dsp1_02,well,picnic table,173.0,pre
642,dsp1_21,wheelbarrow,stove,138.3,pre
642,dsp1_10,plant,piano,23.0,pre
642,dsp1_05,mailbox,bookshelf,0.9,pre
642,dsp1_03,chair,piano,135.6,pre
642,new_4,picnic table,chair,84.9,pre
642,dsp1_08,telescope,wheelbarrow,63.9,pre
642,new_1,well,telescope,81.7,pre
642,dsp1_23,harp,plant,121.0,pre
642,dsp1_07,telescope,trashcan,178.6,pre
642,dsp1_17,trashcan,picnic table,36.6,pre
642,dsp1_06,mailbox,harp,38.9,pre
642,new_6,piano,trashcan,4.7,pre
642,new_7,trashcan,stove,27.5,pre
642,dsp1_04,chair,trashcan,109.2,pre
642,dsp1_11,picnic table,wheelbarrow,80.1,pre
643,dsp1_02,well,picnic table,141.0,pre
643,dsp1_19,bookshelf,plant,37.3,pre
643,dsp1_18,trashcan,well,65.4,pre
643,dsp1_07,telescope,trashcan,157.4,pre
643,new_7,trashcan,stove,74.5,pre
643,dsp1_14,stove,bookshelf,68.6,pre
643,dsp1_11,picnic table,wheelbarrow,115.9,pre
643,new_4,picnic table,chair,178.9,pre
643,new_3,bookshelf,piano,100.7,pre
643,dsp1_16,piano,harp,140.9,pre
643,dsp1_24,harp,telescope,177.0,pre
643,dsp1_13,stove,chair,30.9,pre
643,dsp1_22,wheelbarrow,mailbox,147.0,pre
643,dsp1_08,telescope,wheelbarrow,156.9,pre
643,dsp1_04,chair,trashcan,91.2,pre
643,dsp1_21,wheelbarrow,stove,31.7,pre
643,dsp1_09,plant,well,151.4,pre
643,dsp1_03,chair,piano,94.4,pre
643,dsp1_23,harp,plant,39.0,pre
643,new_5,harp,mailbox,116.1,pre
643,dsp1_06,mailbox,harp,171.9,pre
643,dsp1_05,mailbox,bookshelf,12.9,pre
643,dsp1_10,plant,piano,141.0,pre
643,new_6,piano,trashcan,101.7,pre
643,new_2,stove,wheelbarrow,159.3,pre
643,new_1,well,telescope,16.7,pre
643,dsp1_17,trashcan,picnic table,126.6,pre
645,dsp1_17,trashcan,picnic table,69.6,pre
645,dsp1_05,mailbox,bookshelf,5.9,pre
645,dsp1_13,stove,chair,50.9,pre
645,dsp1_04,chair,trashcan,153.2,pre
645,dsp1_08,telescope,wheelbarrow,132.9,pre
645,dsp1_07,telescope,trashcan,72.6,pre
645,new_1,well,telescope,40.3,pre
645,dsp1_19,bookshelf,plant,162.7,pre
645,new_6,piano,trashcan,86.7,pre
645,dsp1_22,wheelbarrow,mailbox,94.0,pre
645,dsp1_23,harp,plant,19.0,pre
645,dsp1_14,stove,bookshelf,150.6,pre
645,dsp1_09,plant,well,177.4,pre
645,dsp1_10,plant,piano,173.0,pre
645,new_2,stove,wheelbarrow,140.3,pre
645,dsp1_11,picnic table,wheelbarrow,85.1,pre
645,dsp1_03,chair,piano,97.4,pre
645,new_3,bookshelf,piano,63.3,pre
645,dsp1_21,wheelbarrow,stove,0.7,pre
645,dsp1_02,well,picnic table,2.0,pre
645,new_5,harp,mailbox,170.1,pre
645,dsp1_18,trashcan,well,125.4,pre
645,new_4,picnic table,chair,24.1,pre
645,dsp1_16,piano,harp,86.1,pre
645,new_7,trashcan,stove,141.5,pre
645,dsp1_24,harp,telescope,113.0,pre
645,dsp1_06,mailbox,harp,17.9,pre
646,dsp1_11,picnic table,wheelbarrow,127.1,pre
646,dsp1_09,plant,well,30.4,pre
646,dsp1_04,chair,trashcan,134.8,pre
646,dsp1_23,harp,plant,84.0,pre
646,dsp1_08,telescope,wheelbarrow,55.9,pre
646,new_3,bookshelf,piano,0.7,pre
646,new_1,well,telescope,11.3,pre
646,new_4,picnic table,chair,21.9,pre
646,dsp1_02,well,picnic table,25.0,pre
646,dsp1_06,mailbox,harp,20.1,pre
646,dsp1_24,harp,telescope,27.0,pre
646,dsp1_22,wheelbarrow,mailbox,101.0,pre
646,dsp1_05,mailbox,bookshelf,7.1,pre
646,new_5,harp,mailbox,66.9,pre
646,new_2,stove,wheelbarrow,4.3,pre
646,new_6,piano,trashcan,21.7,pre
646,dsp1_10,plant,piano,34.0,pre
646,dsp1_14,stove,bookshelf,0.6,pre
646,dsp1_18,trashcan,well,15.6,pre
646,dsp1_03,chair,piano,37.4,pre
646,dsp1_17,trashcan,picnic table,14.4,pre
646,dsp1_16,piano,harp,9.1,pre
646,dsp1_19,bookshelf,plant,64.7,pre
646,dsp1_13,stove,chair,22.9,pre
646,dsp1_07,telescope,trashcan,38.6,pre
646,new_7,trashcan,stove,32.5,pre
646,dsp1_21,wheelbarrow,stove,59.3,pre
647,new_4,picnic table,chair,81.9,pre
647,dsp1_10,plant,piano,124.0,pre
647,new_7,trashcan,stove,6.5,pre
647,dsp1_06,mailbox,harp,150.1,pre
647,dsp1_02,well,picnic table,88.0,pre
647,dsp1_17,trashcan,picnic table,44.6,pre
647,dsp1_11,picnic table,wheelbarrow,179.9,pre
647,dsp1_08,telescope,wheelbarrow,39.1,pre
647,dsp1_18,trashcan,well,99.6,pre
647,dsp1_14,stove,bookshelf,45.4,pre
647,dsp1_03,chair,piano,176.6,pre
647,new_3,bookshelf,piano,0.7,pre
647,dsp1_13,stove,chair,172.9,pre
647,dsp1_24,harp,telescope,171.0,pre
647,dsp1_23,harp,plant,72.0,pre
647,dsp1_22,wheelbarrow,mailbox,82.0,pre
647,dsp1_05,mailbox,bookshelf,49.9,pre
647,new_2,stove,wheelbarrow,2.3,pre
647,dsp1_16,piano,harp,1.1,pre
647,dsp1_19,bookshelf,plant,9.7,pre
647,dsp1_04,chair,trashcan,128.8,pre
647,new_6,piano,trashcan,6.3,pre
647,dsp1_09,plant,well,19.4,pre
647,dsp1_07,telescope,trashcan,48.6,pre
647,dsp1_21,wheelbarrow,stove,142.3,pre
647,new_1,well,telescope,99.7,pre
647,new_5,harp,mailbox,24.1,pre
648,dsp1_18,trashcan,well,9.6,pre
648,new_2,stove,wheelbarrow,19.7,pre
648,new_5,harp,mailbox,35.1,pre
648,dsp1_21,wheelbarrow,stove,28.3,pre
648,dsp1_02,well,picnic table,35.0,pre
648,dsp1_11,picnic table,wheelbarrow,58.9,pre
648,dsp1_07,telescope,trashcan,24.6,pre
648,new_3,bookshelf,piano,26.3,pre
648,dsp1_23,harp,plant,33.0,pre
648,new_7,trashcan,stove,5.5,pre
648,dsp1_17,trashcan,picnic table,0.4,pre
648,new_4,picnic table,chair,29.1,pre
648,new_6,piano,trashcan,30.7,pre
648,dsp1_13,stove,chair,5.1,pre
648,dsp1_10,plant,piano,21.0,pre
648,dsp1_03,chair,piano,174.6,pre
648,dsp1_09,plant,well,17.4,pre
648,dsp1_14,stove,bookshelf,8.4,pre
648,new_1,well,telescope,5.3,pre
648,dsp1_08,telescope,wheelbarrow,167.1,pre
648,dsp1_05,mailbox,bookshelf,22.1,pre
648,dsp1_16,piano,harp,2.9,pre
648,dsp1_06,mailbox,harp,34.1,pre
648,dsp1_19,bookshelf,plant,14.7,pre
648,dsp1_24,harp,telescope,7.0,pre
648,dsp1_22,wheelbarrow,mailbox,12.0,pre
648,dsp1_04,chair,trashcan,3.8,pre
649,dsp1_18,trashcan,well,38.4,pre
649,dsp1_24,harp,telescope,150.0,pre
649,dsp1_09,plant,well,97.6,pre
649,dsp1_04,chair,trashcan,175.2,pre
649,new_6,piano,trashcan,22.7,pre
649,dsp1_19,bookshelf,plant,109.3,pre
649,dsp1_11,picnic table,wheelbarrow,79.1,pre
649,dsp1_14,stove,bookshelf,23.6,pre
649,dsp1_17,trashcan,picnic table,84.4,pre
649,new_5,harp,mailbox,66.9,pre
649,new_4,picnic table,chair,179.9,pre
649,dsp1_23,harp,plant,158.0,pre
649,dsp1_22,wheelbarrow,mailbox,9.0,pre
649,dsp1_10,plant,piano,27.0,pre
649,new_1,well,telescope,42.3,pre
649,dsp1_06,mailbox,harp,12.1,pre
